Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
35,red,NA,NA,1,1,X,0.1,5,"686,1428,2409,3094,3485","1,0,0,0,0"
35,red,NA,NA,1,2,A,0.9,4,"439,1308,2048,2712","1,1,1,1"
