Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
38,red,NA,NA,1,1,A,0.9,1,"3576","1"
38,red,NA,NA,1,2,A,0.9,3,"708,1271,1676","1,1,0"
38,red,NA,NA,1,3,X,0.1,1,"3429","0"
38,red,NA,NA,1,4,X,0.1,1,"776","0"
38,red,NA,NA,2,1,X,0.1,0,NA,NA
38,red,NA,NA,2,2,A+A,0,4,"556,1200,1598,1892","0,0,0,0"
38,red,NA,NA,2,3,A+X,0,4,"432,1188,1467,1671","0,0,0,0"
38,red,NA,NA,2,4,A+E,0,0,NA,NA
