Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
34,red,NA,NA,1,1,A,0.9,5,"1414,2115,2689,3477,3953","1,1,1,1,1"
34,red,NA,NA,1,2,A,0.9,1,"1470","0"
34,red,NA,NA,1,3,X,0.1,0,NA,NA
34,red,NA,NA,1,4,X,0.1,0,NA,NA
