Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
41,blue,NA,NA,1,1,X,0.1,4,"747,1417,1759,2995","-1,-1,-1,-1"
41,blue,NA,NA,1,2,A,0.9,9,"447,797,1122,1368,1638,2003,2539,3423,3972","-1,-1,-1,-1,-1,-1,-1,-1,-1"
41,blue,NA,NA,1,3,A,0.9,9,"312,566,813,1049,1535,2003,2433,3487,3765","-1,-1,-1,-1,-1,-1,-1,-1,-1"
41,blue,NA,NA,1,4,X,0.1,0,NA,NA
