Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
46,red,NA,NA,1,1,A,0.9,4,"674,896,1757,2089","0,1,0,1"
46,red,NA,NA,1,2,A,0.9,7,"369,868,1324,1743,2195,2991,3610","1,1,1,1,1,1,1"
46,red,NA,NA,1,3,X,0.1,7,"824,1382,1659,1881,2200,2444,3242","0,0,0,0,0,1,0"
