Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
45,blue,NA,NA,1,1,A,0.9,5,"556,1210,1935,2349,2755","1,1,1,1,0"
45,blue,NA,NA,1,2,A,0.9,3,"526,1195,1705","1,1,1"
