Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
36,blue,NA,NA,1,1,A,0.9,2,"680,1277","0,1"
36,blue,NA,NA,1,2,X,0.1,0,NA,NA
36,blue,NA,NA,1,3,A,0.9,0,NA,NA
36,blue,NA,NA,1,4,X,0.1,0,NA,NA
36,blue,NA,NA,2,1,AA,0,0,NA,NA
36,blue,NA,NA,2,2,AD,0,0,NA,NA
