Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
32,red,NA,NA,1,1,X,0.1,7,"691,1400,1966,2572,2945,3303,3885","1,0,0,0,0,0,1"
32,red,NA,NA,1,2,A,0.9,6,"370,814,1597,2323,3161,3845","0,1,1,1,1,1"
