Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
30,red,M,42,1,1,A,0.9,5,"455,1512,2209,2801,3309","1,1,1,0,1"
30,red,M,42,1,2,A,0.9,6,"313,1065,1758,2434,2897,3565","1,1,1,1,0,1"
