Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
15,red,M,20,1,1,X,0.1,2,"1643,2169","0,0"
15,red,M,20,1,2,A,0.9,2,"531,985","0,1"
15,red,M,20,1,3,A,0.9,2,"497,1383","1,1"
