Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
14,blue,M,20,1,1,A,0.9,1,"1022","1"
14,blue,M,20,1,2,A,0.9,1,"1052","1"
14,blue,M,20,1,3,X,0.1,0,NA,NA
14,blue,M,20,1,4,X,0.1,1,"2455","0"
14,blue,M,20,2,1,AC,0,1,"652","0"
14,blue,M,20,2,2,X,0.1,1,"730","0"
14,blue,M,20,2,3,AD,0,1,"1359","0"
14,blue,M,20,2,4,A,0.9,1,"1131","1"
14,blue,M,20,2,5,AE,0,1,"456","0"
