Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
14,blue,NA,NA,1,1,A,0.9,0,NA,NA
14,blue,NA,NA,1,2,A,0.9,4,"429,1177,2007,3244","1,1,1,0"
14,blue,NA,NA,1,3,X,0.1,0,NA,NA
