Subject,AColor,Sex,Age,Phase,Trial,Stimulus,RewardPr,Responses,RTs,Rewards
5,red,NA,NA,1,1,A,0.9,4,"607,1308,1828,2400","1,1,1,1"
5,red,NA,NA,1,2,X,0.1,3,"587,1554,3535","0,0,1"
5,red,NA,NA,1,3,A,0.9,5,"348,1042,1680,2230,2923","1,1,0,1,1"
